,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
1369,USA|EUROPE|ASIA|GLOBAL✈️,25/5/2020 3:31,Stop focusing frailties. #Focus #possibilities! #mentalhealth #anxiety #depression #COVID19 #coronavirus #success #ThinkBIGSundayWithMarsha,-0.4926,1,negative
1370,Chicago area,25/5/2020 3:26,Stop focusing frailties. #Focus #possibilities! #mentalhealth #anxiety #depression #COVID19 #coronavirus #success #ThinkBIGSundayWithMarsha,-0.4926,1,negative
1371,"Orlando, FL",25/5/2020 3:05,@FrontierCare asking I service animal I treated host employees unacceptable. Your @MCO supervisor know better #hipaa #covid19 #stress I want $99 back.,-0.3818,1,negative
1372,Ciudadana del Mundo,25/5/2020 3:01,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1373,"Fortitude Valley, Brisbane",25/5/2020 2:50,"#Stress, #isolation, #suicide: Australia's new #mentalhealth officer challenges #Covid-19 https://t.co/DlNTg5Zsoq",-0.8658,1,negative
1374,Mind your own business.,25/5/2020 2:32,"#ImUnderNoObligationTo therapy, I still choose helps cope #mentalhealth disorders, especially #depression #coronavirus pandemic. #MentalHealthMatters! #MentalHealthAwareness",-0.3989,1,negative
1375,Oak Park,25/5/2020 2:29,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,1,negative
1376,"Cambridge, MA ",25/5/2020 2:27,"25 Million Students On COVID-19: ‘Depression, Anxiety And Loneliness’ Hitting Peak Levels | via @Forbes #Students #Anxiety #Loneliness #Depression #COVID19 #MentalHealthAwarenessMonth https://t.co/03n3ER3Q37",-0.836,1,negative
1377,,25/5/2020 2:15,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1378,Australia,25/5/2020 2:13,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,1,negative
1379,"Warrenton, MO",25/5/2020 2:01,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1380,NorCal,25/5/2020 1:58,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1381,"Punjab, Pakistan",25/5/2020 1:46,"Amid lockdown due #COVID19, mental health related issues #stress #anxiety become part life. Once restrictions over, fly #Ladakh, known #serenity #NaturalBeauty, beat blues. PC: @stanzinkhakyab #phugtal #zanskar #monastery https://t.co/GeypPwipFA",-0.5423,1,negative
1382,"London, England",25/5/2020 1:38,"@bdomenech All pictures taken today, May 24th, Canal Houston Streets NYC. Retail stores NYC going extinct. #nyc #broadway #soho #coronavirus #economic #depression #retail #vacancies #bankruptcy #stores #gone",-0.5719,1,negative
1383,,25/5/2020 1:33,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1384,Argentina,25/5/2020 1:31,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1385,Australia,25/5/2020 1:21,"We work, feeling stressed try maintain work-life balance. #MentalHealthAwareness #coronavirus #workplace #stress https://t.co/hqwmhd5RoF",-0.5719,1,negative
1386,"Manhattan, NY",25/5/2020 0:57,"@bdomenech All pictures taken today, May 24th, Canal Houston Streets NYC. Retail stores NYC going extinct. #nyc #broadway #soho #coronavirus #economic #depression #retail #vacancies #bankruptcy #stores #gone",-0.5719,1,negative
1387,"Boca Raton, FL",25/5/2020 0:57,Good initiative @atptour ensure mental health needs met. #MentalHealthAwareness #MentalHealthAwarenessMonth #MentalHealthMonth #MentalHealthMatters #mentalhealth #mentalillness #Wellbeing #coronavirus #tennis #TennisUnited #athletes #coaches https://t.co/SfRTXZMgYf,0.6705,3,positive
1388,Upstate NY,25/5/2020 0:55,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1389,Raspberry,25/5/2020 0:45,Unleash US workers companies get back work ASAP. #Lockdowns caused severe #unemployment #Covid #economic #depression. https://t.co/onO9FgPVzj #USAFacts https://t.co/dFryX3KtKC,-0.8481,1,negative
1390,USA,25/5/2020 0:44,Unleash US workers companies get back work ASAP. #Lockdowns caused severe #unemployment #Covid #economic #depression. https://t.co/onO9FgPVzj #USAFacts https://t.co/dFryX3KtKC,-0.8481,1,negative
1391,,25/5/2020 0:44,"I would delighted discuss solutions economic crisis Raoul @RealVision . Raoul, think? Richard @RaoulGMI #Coronavirus #Depression #Fed #QE #DollarStandard #Inflation https://t.co/gAzPFpJi4k",-0.5859,1,negative
1392,"Kansas, USA",25/5/2020 0:19,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1393,"Washington, USA",24/5/2020 23:54,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1394,trivandrum,24/5/2020 23:38,#Healthworkers treated celebrities times #Covid_19. But inside fight range #psychological problems like #stress #anxiety https://t.co/wk1GLZamx1 via @NewIndianXpress @shailajateacher @navjotk28 @xpresskerala #CovidWarriors #Kerala,-0.8573,1,negative
1395,Israel,24/5/2020 23:30,Me: We get pass financial crisis soon enough Also me: Blowjobs! Get Your Blowjobs! #Covid_19 #depression,-0.855,1,negative
1396,"New York, NY",24/5/2020 23:01,“Doctors John Muir Medical Center...say seen deaths #suicide #quarantine period deaths COVID 19 #virus “ - ABC7 San Francisco #mentalillness #brain #depression #axiety https://t.co/4Nt5KyS1Uh,-0.8481,1,negative
1397,"Sydney, New South Wales",24/5/2020 22:56,Centre Emotional Health’s Dr Anna McKinnon discusses key strategies teachers educators help students #depression. https://t.co/qTBQEnmScn. Visit https://t.co/lEsEpo7O2r! website information. #WeveGotThisCovered @PsyMQ #COVID19 https://t.co/PddLMEzj8R,-0.1759,1,negative
1398,London,24/5/2020 22:54,"To support #wellbeing, @NHSEmployers developed toolkit support conversation discussion around #mentalhealth #stress concerns workplace. #Covid19 #MentalHealthAwareness See toolkit ▶️https://t.co/LKLALaP9rD https://t.co/nI6XlRasif",0.6124,3,positive
1399,"Brisbane, Australia",24/5/2020 22:52,"An international consortium researchers exploring #COVID19’s psychological effects 18 countries, compassion help reduce pandemic-related stress. Be part study: https://t.co/fPbAdgmHRa #Covid19 #COVID19Aus @UQHealth @UQPsych #stress #compassion https://t.co/GRJcp7vXQu",0.4767,3,positive
1400,"Aurora, IL",24/5/2020 22:43,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1401,"Vancouver, WA",24/5/2020 22:42,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1402,"Mount Waverley, Melbourne",24/5/2020 22:36,"#Stress, #isolation, #suicide: Australia's new #mentalhealth officer challenges #Covid-19 https://t.co/DlNTg5Zsoq",-0.8658,1,negative
1403,"New York, USA",24/5/2020 22:35,COVID-19 spread quickly several #psychiatric #hospitals across USA. New Jersey’s 4 state psychiatric hospitals 240 confirmed cases &amp; 5 fatalities. #COVID #mentalillness https://t.co/fivcDv71mE,-0.5994,1,negative
1404,"Melbourne, Victoria",24/5/2020 22:30,"#Stress, #isolation, #suicide: Australia's new #mentalhealth officer challenges #Covid-19 https://t.co/DlNTg5Zsoq",-0.8658,1,negative
1405,Mind your own business.,24/5/2020 22:25,"#ItCanBeAProblemWhen receive eight hours sleep, still feeling well-rested morning. #TrueStory #mentalhealth #COVID19 #depression",-0.4939,1,negative
1406,"Barcelona, España",24/5/2020 22:20,⚠️ #BBC News - Coronavirus: Leading #economist warns 10 years #depression #debt 📉 👉 Economist Nouriel Roubini warned prolonged downturn sluggish recovery #coronavirus 📰👇 https://t.co/H15njlhdv1,-0.886,1,negative
1407,"Topsfield, MA",24/5/2020 22:18,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1408,SoCal,24/5/2020 22:12,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1409,,24/5/2020 22:10,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1410,Far Far Away Land ,24/5/2020 21:42,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1411,,24/5/2020 21:25,"‘I Can’t Turn My Brain Off’: Health care workers already susceptible #PTSD, #depression, burnout #suicide. #COVID19 made worse, @JanHoffmanNYT https://t.co/8qBz5QHYdj via @nytimes @peakmd #MentalHealth @JHUNursing @jasonfarleyJHU @BMore_Healthy",-0.8442,1,negative
1412,"Pasadena, CA",24/5/2020 21:24,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1413,,24/5/2020 21:24,"‘I Can’t Turn My Brain Off’: Health care workers already susceptible #PTSD, #depression, burnout #suicide. #COVID19 made worse, @JanHoffmanNYT https://t.co/8qBz5QHYdj via @nytimes @peakmd #MentalHealth @JHUNursing @jasonfarleyJHU @BMore_Healthy",-0.8442,1,negative
1414,,24/5/2020 21:23,"‘I Can’t Turn My Brain Off’: Health care workers already susceptible #PTSD, #depression, burnout #suicide. #COVID19 made worse, @JanHoffmanNYT https://t.co/8qBz5QHYdj via @nytimes @peakmd #MentalHealth @JHUNursing @jasonfarleyJHU @BMore_Healthy",-0.8442,1,negative
1415,"Los Angeles, CA",24/5/2020 21:06,Flowers skylines. More hiking adventures Eagle Rock Topanga. . . . #hiking #adventure #nature #earth #beauty #landscapes #photography #quarantine #covid19 #stress #immunity #grounding #connection… https://t.co/12zB1XBE4G,0.7165,3,positive
1416,"Berlin, Germany",24/5/2020 20:57,"‘I Can’t Turn My Brain Off’: Health care workers already susceptible #PTSD, #depression, burnout #suicide. #COVID19 made worse, @JanHoffmanNYT https://t.co/8qBz5QHYdj via @nytimes @peakmd #MentalHealth @JHUNursing @jasonfarleyJHU @BMore_Healthy",-0.8442,1,negative
1417,No. Califonia & Central Mexico,24/5/2020 20:50,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1418,"ZHAW, Winterthur",24/5/2020 20:44,"‘I Can’t Turn My Brain Off’: Health care workers already susceptible #PTSD, #depression, burnout #suicide. #COVID19 made worse, @JanHoffmanNYT https://t.co/8qBz5QHYdj via @nytimes @peakmd #MentalHealth @JHUNursing @jasonfarleyJHU @BMore_Healthy",-0.8442,1,negative
1419,Melbourne,24/5/2020 20:41,"#Stress, #isolation, #suicide: Australia's new #mentalhealth officer challenges #Covid-19 https://t.co/DlNTg5Zsoq",-0.8658,1,negative
1420,Monroe NY and Warwick NY,24/5/2020 20:31,COVID stress cycle…The real culprit physical pain? | Move Physio ▸ https://t.co/MinB0mEkdi #covid #stress #pain https://t.co/rNccLKCR5u,-0.9042,1,negative
1421,Toronto,24/5/2020 20:22,@ShannonSevigny I would love added list! I'll blogging journey #mentalhealth #covid19 mental health general. Aiming launch book end June! It's inspired experience #depression &amp; #anxiety.,0.555,3,positive
1422,Toronto,24/5/2020 20:07,"""Due many #socioeconomic factors definitely NOT experiencing #covid19 way. And live #mentalillness, I 110% tell experiencing global #pandemic way you."" Read more: https://t.co/iKQyLdOyLj #Sunday https://t.co/8zqUDkq53t",0.4019,3,positive
1423,,24/5/2020 20:07,If notice #stress levels rising reason. Our free online stress group help. Check poster connect access. @DrGilluley @HeadStartNewham @HowToEnjoyLDN @HW_Newham @NCTNewham @NewhamLondon @NHS_ELFT @scyps @NewhamMuslims #COVID19 https://t.co/OW0yMUGZCi,0.1027,3,positive
1424,,24/5/2020 20:07,Feeling overwhelmed Covid? Our amazing online group help manage wellbeing uncertain times. See poster access. @DrGilluley @DrAmarShah @HowToEnjoyLDN @NewhamLondon @NewhamMuslims @NHS_ELFT #KindnessMatters #COVID19 #BeKind #stress #depression https://t.co/bdh0D7ZMNA,-0.128,1,negative
1425,,24/5/2020 20:06,COVID-19 spread quickly several #psychiatric #hospitals across USA. New Jersey’s 4 state psychiatric hospitals 240 confirmed cases &amp; 5 fatalities. #COVID #mentalillness https://t.co/fivcDv71mE,-0.5994,1,negative
1426,#Edmonton I #Alberta I #Canada,24/5/2020 20:01,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1427,"London, UK",24/5/2020 19:59,Feeling overwhelmed Covid? Our amazing online group help manage wellbeing uncertain times. See poster access. @DrGilluley @DrAmarShah @HowToEnjoyLDN @NewhamLondon @NewhamMuslims @NHS_ELFT #KindnessMatters #COVID19 #BeKind #stress #depression https://t.co/bdh0D7ZMNA,-0.128,1,negative
1428,"London, UK",24/5/2020 19:59,If notice #stress levels rising reason. Our free online stress group help. Check poster connect access. @DrGilluley @HeadStartNewham @HowToEnjoyLDN @HW_Newham @NCTNewham @NewhamLondon @NHS_ELFT @scyps @NewhamMuslims #COVID19 https://t.co/OW0yMUGZCi,0.1027,3,positive
1429,Kingdom of Saudi Arabia,24/5/2020 19:49,The chronic #stress #coronavirus affecting #mentalhealth - here's #exercise help.https://t.co/cQcT7QA8Gu https://t.co/dL9tcj3R06,-0.4215,1,negative
1430,"Sydney, Australia",24/5/2020 19:49,We keep hearing thing clients friends recent weeks - getting enough break. Remember PAUSE. #mentalhealth #mensmentalhealth #anxiety #depression #recreativ #mindhealth #msgurmates #selfcare #workfromhome #socialdistancing #covid19 https://t.co/FP8Ywd62qq,-0.3182,1,negative
1431,Kingdom of Saudi Arabia,24/5/2020 19:48,Is everyone depressed? #depression #coronavirus https://t.co/OBpam4YcfX https://t.co/17vHn18Xll,-0.7906,1,negative
1432,Toronto,24/5/2020 19:48,We're kinda mess right now! If close someone living #mentalillness check part II post: https://t.co/b1aZcEvfcK #covid19 #sundayvibes,-0.3609,1,negative
1433,"Wichita, Kansas",24/5/2020 19:45,Is everyone depressed? #depression #coronavirus https://t.co/OBpam4YcfX https://t.co/17vHn18Xll,-0.7906,1,negative
1434,"Newark, NJ",24/5/2020 19:40,".@NJTVNews looks impacts #COVID19 #mentalhealth via #anxiety #depression. ""When stress pile gets high, go coping disease, one, manifests itself."" https://t.co/2nRpVLDpgI",-0.802,1,negative
1435,"Santa Barbara, CA",24/5/2020 19:32,"POC “are likely white adults report significant stressors life result coronavirus pandemic, namely getting coronavirus (71% vs. 59%...), basic needs (61% vs. 47%), access health care services (59% vs. 46%).” #stress https://t.co/hoFr6YhvvB",-0.2263,1,negative
1436,Chicago burbs,24/5/2020 19:25,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1437,Kent.,24/5/2020 19:19,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,1,negative
1438,Kent.,24/5/2020 19:19,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,1,negative
1439,"California, USA",24/5/2020 19:17,COVID-19 spread quickly several #psychiatric #hospitals across USA. New Jersey’s 4 state psychiatric hospitals 240 confirmed cases &amp; 5 fatalities. #COVID #mentalillness https://t.co/fivcDv71mE,-0.5994,1,negative
1440,"City of London, London",24/5/2020 19:11,30 Days Puzzles Series. Happy #Sunday #COVID19 #Mindfulness #classrx #student #puzzle #STEMeducation #interesting #SundayFunday #remotelearning #Children #inspire #math #creativity #education #stem #stress #fun #remotetutor #remotetuition #onlinetutor #LearnFromHome #learning https://t.co/sg3CzCMuI2,0.9217,3,positive
1441,United Kingdom,24/5/2020 19:10,Is everyone depressed? #depression #coronavirus https://t.co/OBpam4YcfX https://t.co/17vHn18Xll,-0.7906,1,negative
1442,"Mission, BC",24/5/2020 19:02,"Wednesdays Balanced Parenting ONLINE, 10am - 12pm, Pre-register Samantha Sharma Louise Tucker (604) 826-3634 *LoveMissionBC #WhatsOnMission #CommunityServices #Parenting #COVID19 #Anxiety #Stress #Virtual #FraserValley https://t.co/7KrBTGmyHH",-0.5423,1,negative
1443,Schenectady NY,24/5/2020 18:54,"As continue battling #covid19, learn #stress bodies. Check book: ""Healing Brain: Stress, Trauma and…"" David Balog https://t.co/Ti3fYQRX3j",-0.8591,1,negative
1444,"Salt Lake City, UT",24/5/2020 18:43,How Not Being Stress Eater: 5 Tips #stresseating #eating #stress #stresseatingtips #food #foodtips #healthyliving #healthylivingtips #covid19 #covid19tips #coronavirus #coronavirustips #AD https://t.co/i8UC3MZPXT,-0.12,1,negative
1445,"Beijing, People's Republic of ",24/5/2020 18:40,Are experiencing emotional #stress #COVID19 period? Don’t worry call (86) 400-680-6101 get advanced psychological counseling Tsinghua experts. We always ready help you! For more: https://t.co/TgYJpw5yQi https://t.co/9PUMEvaOOG,0.3382,3,positive
1446,"Noida, India",24/5/2020 18:39,"Thanks, @JigyasaTandon sparing time telling us #staypositive live happily #COVID19 #mentalhealth #anxiety #selfcare #depression #positivevibes #selflove #love #health #wellness #stress #trauma Thanks, @CsharpCorner organizing session https://t.co/HGTsKAtlfH",0.7579,3,positive
1447,,24/5/2020 18:38,Are experiencing emotional #stress #COVID19 period? Don’t worry call (86) 400-680-6101 get advanced psychological counseling Tsinghua experts. We always ready help you! For more: https://t.co/TgYJpw5yQi https://t.co/9PUMEvaOOG,0.3382,3,positive
1448,Canada,24/5/2020 18:37,COVID-19 spread quickly several #psychiatric #hospitals across USA. New Jersey’s 4 state psychiatric hospitals 240 confirmed cases &amp; 5 fatalities. #COVID #mentalillness https://t.co/fivcDv71mE,-0.5994,1,negative
1449,North East,24/5/2020 18:31,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1450,Numenor,24/5/2020 18:29,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1451,PaleBlueDot~Kansas,24/5/2020 18:23,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1452,"Toronto, Ontario",24/5/2020 18:21,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1453,,24/5/2020 18:18,#MHT MOTIVATIONAL MONDAY. Share motivational qoutes us shall post page. #Motivation #mondaymotivation #mondaymood #MHT #MHTTherapyforThoughts#mentalhealthtoday #mentalhealth #covid_19 #coronavirus #quarantine #therapy #stress https://t.co/AyMKwYFT0O,0.2023,3,positive
1454,"Seattle, WA",24/5/2020 18:15,"May #MentalHealth month I wanted shine light &amp; encourage people reach friends family.If need talk I always here! There heaviness, unknown &amp; fear caused increase #anxiety #depression #youmatter #covid_19 Follow @ENaderOfficial #Mindset https://t.co/pERkK8ovOr",0.126,3,positive
1455,"Seattle, WA",24/5/2020 18:09,As #MentalHealthAwareness Month coming end.. keep checking others. Isolation cause increase #anxiety #depression #covid #Mentalhealth,-0.7003,1,negative
1456,"Austin, TX",24/5/2020 18:04,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1457,"Florida, USA",24/5/2020 18:03,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1458,,24/5/2020 18:00,Be SAFE. Be SMART. https://t.co/VKL1ZxZSKh TOUCH: https://t.co/IN9IezZ3GH #coronavirus #COVIDー19 #amreading #book #bookboost #books #depression #ebooks #greatreads #health #Metaphysical #spirituality #mustread #paranormal #pray #bookboost #Reading #BYNR #Prayer #COVID19 #read https://t.co/q8HeTRUXnP,0.6874,3,positive
1459,,24/5/2020 18:00,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,1,negative
1460,,24/5/2020 18:00,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,1,negative
1461,"Melbourne, Victoria",24/5/2020 17:33,A stiff neck usually caused complementary muscles weakening time result continuous load caused poor posture. Read 👉 https://t.co/0CBKVR2E97 #Stress #Covid_19 #StayAtHome #Health #Headaches https://t.co/xgqChaqLzH,-0.802,1,negative
1462,,24/5/2020 17:32,The chronic #stress #coronavirus affecting #mentalhealth - here's #exercise help.https://t.co/cQcT7QA8Gu https://t.co/dL9tcj3R06,-0.4215,1,negative
1463,NYC and K'un-L'un,24/5/2020 17:30,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1464,Hogwarts ,24/5/2020 17:29,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1465,,24/5/2020 17:25,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
1466,USA,24/5/2020 17:17,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,1,negative
